S4Yx30-norm-cb,S4Yx30-norm-cb-error,S4Yx30-displacement-angstrom,S4Yx30-displacement-error-angstrom,S9Yx15-norm-cb,S9Yx15-norm-cb-error,S9Yx15-displacement-angstrom,S9Yx15-displacement-error-angstrom,S12Y3x10-norm-cb,S12Y3x10-norm-cb-error,S12Y3x10-displacement-angstrom,S12Y3x10-displacement-error-angstrom,S24Y6x5-norm-cb,S24Y6x5-norm-cb-error,S24Y6x5-displacement-angstrom,S24Y6x5-displacement-error-angstrom,S120Y30-norm-cb,S120Y30-norm-cb-error,S120Y30-displacement-angstrom,S120Y30-displacement-error-angstrom,Sc_S4Yx30-norm-cb,Sc_S4Yx30-norm-cb-error,Sc_S4Yx30-displacement-angstrom,Sc_S4Yx30-displacement-error-angstrom,SSYx50-norm-cb,SSYx50-norm-cb-error,SSYx50-displacement-angstrom,SSYx50-displacement-error-angstrom,YSx75-norm-cb,YSx75-norm-cb-error,YSx75-displacement-angstrom,YSx75-displacement-error-angstrom,Yx150-norm-cb,Yx150-norm-cb-error,Yx150-displacement-angstrom,Yx150-displacement-error-angstrom,YYSx50-norm-cb,YYSx50-norm-cb-error,YYSx50-displacement-angstrom,YYSx50-displacement-error-angstrom
0.008605649,2.01E-05,24.12713921,0.575536337,0.008108405,1.71E-05,22.50738469,0.635765285,0.007725773,1.03E-05,27.88506302,0.725230518,0.005432235,1.25E-05,17.9635177,0.472033869,0.003071456,6.20E-06,19.32329895,0.423523633,0.006505561,1.40E-05,21.31496307,0.490222819,0.007832612,1.33E-05,27.30402791,0.6997786,0.008584376,1.84E-05,27.4118887,0.633282123,0.007807494,1.22E-05,32.50716055,0.863876861,0.009154593,1.96E-05,28.81533702,0.775296136
0.009592965,2.12E-05,25.27305971,0.659285061,0.008966854,1.61E-05,22.21248575,0.513442377,0.008346359,1.37E-05,25.50826234,0.652689239,0.006161298,1.42E-05,18.80504284,0.406622826,0.003371175,5.41E-06,18.50949048,0.47214988,0.007176189,1.43E-05,21.51268764,0.508490181,0.008614377,1.81E-05,25.48387918,0.697947418,0.009605631,2.02E-05,26.29138805,0.661350667,0.008458217,1.35E-05,31.06757376,0.844366331,0.01021041,2.31E-05,29.5803558,0.716542318
0.010652312,2.28E-05,23.12003615,0.54581301,0.009848486,1.77E-05,22.00758272,0.52472314,0.009097031,1.69E-05,24.40329779,0.544981383,0.006862751,1.52E-05,19.14122609,0.579858812,0.003665311,6.08E-06,18.98824546,0.446698517,0.007908437,1.49E-05,22.28602992,0.557793856,0.009575706,1.92E-05,24.82181594,0.648187528,0.010623939,2.13E-05,26.05949383,0.64330171,0.009179206,1.47E-05,29.03255925,0.793072251,0.011407743,2.26E-05,30.20223959,0.854936647
0.011757097,2.09E-05,23.21353101,0.58449542,0.010860508,2.26E-05,21.67182805,0.598384622,0.009927069,1.71E-05,24.22636759,0.553862394,0.007640121,1.60E-05,17.54354576,0.646921282,0.004017819,7.37E-06,18.37607788,0.416830368,0.008555629,1.05E-05,24.0517941,0.621756529,0.010553267,2.16E-05,24.36942146,0.668778766,0.011707715,1.98E-05,27.59549966,0.75883119,0.010016575,1.78E-05,30.89685605,0.758428963,0.012487943,2.23E-05,30.08503826,0.852031251
0.012737074,2.10E-05,25.22675989,0.616054835,0.012034866,2.21E-05,21.27171159,0.46791242,0.010888528,2.04E-05,25.32154542,0.60305691,0.008518595,1.94E-05,18.4403303,0.570451753,0.004423937,8.55E-06,18.6633714,0.46928976,0.009206118,1.55E-05,21.18825848,0.539319811,0.011596956,2.03E-05,24.05948574,0.633252865,0.012712013,1.89E-05,26.78821722,0.647593656,0.010941443,1.87E-05,28.18781612,0.65335729,0.013784868,2.65E-05,30.94057101,0.828800455
0.013897797,2.33E-05,24.56426534,0.568945818,0.013094145,1.93E-05,22.11767611,0.566061162,0.011930274,2.08E-05,23.1694487,0.532325749,0.009587229,2.15E-05,17.84068198,0.459082108,0.004852801,8.84E-06,18.76245424,0.434732782,0.010069445,1.63E-05,21.96020547,0.530304402,0.012591887,1.86E-05,23.18569301,0.554838088,0.013773609,2.35E-05,26.8649263,0.746643044,0.011954984,2.11E-05,28.58442624,0.698851559,0.015311933,3.15E-05,28.38678227,0.66539112
0.015226419,3.04E-05,22.99732893,0.537289969,0.014138542,2.30E-05,21.03703497,0.539492319,0.013088375,2.31E-05,24.05188826,0.54947499,0.010689106,2.22E-05,18.86589002,0.567722324,0.005306491,9.53E-06,18.11208526,0.447743664,0.010978878,1.99E-05,21.06802065,0.504975307,0.013586155,2.05E-05,25.34339454,0.674774909,0.015146729,2.95E-05,25.13025742,0.644713389,0.012939602,2.03E-05,28.45364308,0.736564633,0.016958988,3.25E-05,27.7709442,0.736939302
0.016738399,3.09E-05,23.05512355,0.583625726,0.015255552,2.20E-05,21.51770717,0.534166592,0.014242131,2.37E-05,24.72845821,0.679657242,0.011995622,2.64E-05,17.08887958,0.391490699,0.005798129,1.05E-05,18.05280504,0.429801674,0.011916203,1.85E-05,20.8885077,0.470857477,0.014654526,1.99E-05,24.05883589,0.698987834,0.016654003,3.20E-05,26.41423535,0.682668691,0.014002221,1.86E-05,29.03605414,0.755487845,0.018564429,3.44E-05,27.75419346,0.70602745
0.018471848,3.32E-05,24.12946231,0.563165385,0.016558486,2.84E-05,20.91233247,0.576759946,0.015438451,2.15E-05,23.89005026,0.629634116,0.01351411,3.25E-05,17.83791246,1.066884747,0.006363541,1.13E-05,18.16136487,0.465571835,0.012916023,2.05E-05,20.78744019,0.491588488,0.015731055,2.42E-05,23.12705757,0.594476277,0.018356291,3.20E-05,25.10834,0.677355942,0.014999991,2.25E-05,28.41037933,0.779489588,0.020419482,4.16E-05,27.18045345,0.691694648
0.02025789,4.09E-05,23.11953256,0.562103052,0.018067989,2.96E-05,19.12490683,0.464961138,0.016663063,2.57E-05,22.28780743,0.524660109,0.015314834,3.58E-05,17.36565428,0.368840584,0.007036312,1.32E-05,18.03286767,0.427899751,0.013978252,2.03E-05,21.20117172,0.494295448,0.017007463,2.70E-05,23.09535971,0.547311866,0.020148618,3.79E-05,25.70210649,0.632720158,0.016283778,2.64E-05,27.78565361,0.728924266,0.023095184,5.68E-05,26.34911171,0.675944716
0.022448076,4.66E-05,22.50178287,0.545777135,0.019616316,3.07E-05,20.92968978,0.579101626,0.018107729,3.17E-05,22.1351976,0.518958766,0.017406734,4.73E-05,17.3282516,0.447908828,0.007767943,1.61E-05,18.14070894,0.445439519,0.015019109,1.99E-05,21.10100136,0.504646914,0.018496838,3.31E-05,22.57003584,0.581936183,0.022170319,3.80E-05,24.80124162,0.67597238,0.017606576,2.71E-05,27.53869186,0.700089587,0.026012137,5.84E-05,25.65195693,0.617916494
0.024926789,5.11E-05,22.5968901,0.594759052,0.021202826,3.67E-05,19.76646984,0.47690391,0.019705942,3.06E-05,22.248695,0.552751473,0.020048529,5.99E-05,16.32416885,0.408855109,0.008691601,1.83E-05,18.33853356,0.457592133,0.016101523,2.37E-05,20.37268956,0.520642504,0.020319452,3.44E-05,22.70637991,0.541252797,0.024542708,5.65E-05,24.06988701,0.602532231,0.019008273,2.97E-05,27.33556982,0.641735293,0.029225646,7.48E-05,25.2457969,0.634297819
0.027652765,5.85E-05,22.09731685,0.575542066,0.023151854,4.11E-05,20.35499523,0.477864958,0.021374344,3.42E-05,22.63738004,0.526765599,0.02303072,5.19E-05,17.79377249,1.068026492,0.009851114,2.91E-05,16.82835437,0.419391696,0.01735167,2.77E-05,20.73189077,0.480891065,0.022065102,3.29E-05,22.79449652,0.522964904,0.027638577,6.87E-05,24.06708108,0.68503483,0.020742737,3.79E-05,27.73101503,0.681395379,0.03404382,0.000111565,24.66053894,0.64417895
0.031026705,6.71E-05,20.53293929,0.516694569,0.025479342,5.27E-05,19.84734324,0.465684925,0.023090281,3.24E-05,23.03529649,0.560500018,0.026386838,7.62E-05,17.34036478,0.661460942,0.01127183,3.11E-05,18.48451453,0.50304423,0.018785344,2.63E-05,19.78223033,0.523855331,0.023849148,3.88E-05,22.62273783,0.524855117,0.031042367,7.05E-05,23.73199055,0.614603504,0.022636037,3.69E-05,25.50589679,0.616912508,0.039943125,0.000125955,25.94890322,0.648063529
0.034916341,9.40E-05,20.76847662,0.50839265,0.028307797,6.31E-05,20.09074587,0.54677279,0.024940279,4.03E-05,22.55304118,0.550164367,0.030672534,9.93E-05,16.54720026,0.39500455,0.012982147,3.64E-05,16.41479825,0.450154698,0.020225633,2.89E-05,20.08253687,0.453253559,0.026059556,4.94E-05,22.3465206,0.541947652,0.035130338,9.39E-05,23.64433164,0.577006696,0.024614889,3.81E-05,26.04914779,0.645439302,0.04915781,0.000239292,24.41254932,0.575706688
0.041182673,0.00014224,21.09649741,0.509692657,0.031575463,6.56E-05,19.67510771,0.460041469,0.027242172,4.82E-05,22.08097877,0.554419073,0.036099779,0.000134095,16.21519762,0.383356296,0.015169221,5.03E-05,15.88122692,0.430528421,0.021751146,3.09E-05,19.90383798,0.487812107,0.028590386,5.00E-05,21.85309366,0.534964718,0.040893657,0.000139734,22.84194392,0.548665274,0.026699317,4.18E-05,25.79568767,0.596012375,0.073670192,0.00129353,24.35837999,0.579028374
